,Eval_T0,Eval_T1,Eval_T2
Train_T0,0.42772306699541823,0.0,0.0
Train_T1,0.4234116041327065,0.1906134383835374,0.0
Train_T2,0.4106790495809509,0.17854040418205258,0.4881938155997301
