,Eval_T0,Eval_T1,Eval_T2
Train_T0,0.9204422851399734,0.0,0.0
Train_T1,0.6385769719151244,0.982245885579015,0.0
Train_T2,0.662340192902388,0.5811619204777185,0.6147693945735322
