,Eval_T0,Eval_T1,Eval_T2
Train_T0,0.3404033305649185,0.0,0.0
Train_T1,0.42909006906878566,0.7939710864756792,0.0
Train_T2,0.4146398560186864,0.6960216213456432,0.5343358915260826
