,Eval_T0,Eval_T1,Eval_T2
Train_T0,0.2133853160100143,0.0,0.0
Train_T1,0.21512518943877112,0.06591755837048326,0.0
Train_T2,0.217166874443232,0.06684288689017068,0.12436753649317069
