,Eval_T0,Eval_T1,Eval_T2
Train_T0,0.5643279783063403,0.0,0.0
Train_T1,0.4952508002995331,0.8491180265190242,0.0
Train_T2,0.4430661751854532,0.6832084532739601,0.8438472648603774
