,Eval_T0,Eval_T1,Eval_T2
Train_T0,0.7446897740332866,0.0,0.0
Train_T1,0.6819749250612173,0.8509853396007255,0.0
Train_T2,0.6747614024725501,0.6676339002400434,0.5890235767547312
