,Eval_T0,Eval_T1,Eval_T2,Eval_T3
Train_T0,0.33412154034308195,0.0,0.0,0.0
Train_T1,0.4448146856232756,0.7710991997969314,0.0,0.0
Train_T2,0.42059321710266817,0.6204730664147348,0.5300914408039565,0.0
Train_T3,0.29545275331382953,0.45622995942907646,0.4660090064564513,
