,Eval_T0,Eval_T1,Eval_T2
Train_T0,0.4319063638056756,0.0,0.0
Train_T1,0.3996112846031354,0.5570319701967135,0.0
Train_T2,0.3913399701840882,0.5441172124613676,0.7653367373936102
