,Eval_T0,Eval_T1,Eval_T2
Train_T0,0.4319063638056756,0.0,0.0
Train_T1,0.40010296352335617,0.5571032926623734,0.0
Train_T2,0.38417873712000516,0.551533632238133,0.7636910392886483
