,Eval_T0,Eval_T1,Eval_T2
Train_T0,0.16921601830483116,0.0,0.0
Train_T1,0.22057880398986376,0.34185474983236624,0.0
Train_T2,0.1551442777440476,0.24342580188423654,0.34758591120177496
