,Eval_T0,Eval_T1,Eval_T2
Train_T0,0.1117066799854026,0.0,0.0
Train_T1,0.18025233841568952,0.24661269201776462,0.0
Train_T2,0.26926198412338953,0.3135898017325431,0.374616605853357
